,base_market,quote_market,hedge_ratio,half_life
67,CRV-USD,RUNE-USD,0.5841794321942916,1.0
68,SUSHI-USD,ZRX-USD,5.837732128106714,6.0
69,FIL-USD,BTC-USD,0.0002339643395277465,2.0
70,FIL-USD,LINK-USD,0.7629838707686268,3.0
71,FIL-USD,COMP-USD,0.10235998121709232,7.0
72,FIL-USD,YFI-USD,0.0007147167970228083,8.0
73,FIL-USD,ICP-USD,0.9331204200826967,6.0
74,FIL-USD,DOT-USD,0.8333901815504866,4.0
75,FIL-USD,EOS-USD,4.995659107104929,7.0
76,FIL-USD,UNI-USD,0.7988812593820921,3.0
77,FIL-USD,ETC-USD,0.24174246588163906,7.0
78,FIL-USD,BCH-USD,0.04024167324577126,7.0
79,FIL-USD,XLM-USD,58.734166483999076,7.0
80,FIL-USD,RUNE-USD,2.9852632822575407,1.0
81,CELO-USD,XTZ-USD,0.6788166863714765,7.0
82,CELO-USD,ZRX-USD,3.211063750419509,7.0
83,CELO-USD,UNI-USD,0.11149607637350868,5.0
84,BTC-USD,LINK-USD,3258.5529431530217,1.0
85,LINK-USD,COMP-USD,0.1341120705709133,2.0
86,LINK-USD,YFI-USD,0.0009364266323717115,4.0
87,LINK-USD,ICP-USD,1.222564700656479,3.0
88,LINK-USD,DOT-USD,1.0918405765679355,4.0
89,LINK-USD,DOGE-USD,78.97425102800158,7.0
90,LINK-USD,TRX-USD,113.00584798794641,4.0
91,LINK-USD,NEAR-USD,2.8785288591166607,4.0
92,LINK-USD,EOS-USD,6.545469445022538,2.0
93,LINK-USD,MKR-USD,0.010410174791621532,8.0
94,LINK-USD,UNI-USD,1.046652655884939,3.0
95,LINK-USD,ETC-USD,0.31672332590442515,5.0
96,LINK-USD,XMR-USD,0.040577318965677345,5.0
97,LINK-USD,XLM-USD,76.95838544113714,3.0
98,LINK-USD,RUNE-USD,3.9113172223367827,1.0
99,COMP-USD,DOT-USD,8.140000162782655,4.0
100,COMP-USD,BCH-USD,0.3930691245931404,6.0
101,COMP-USD,RUNE-USD,29.158375564463213,1.0
102,YFI-USD,DOT-USD,1166.0516825480533,3.0
103,ICP-USD,DOT-USD,0.892663329200218,4.0
104,ICP-USD,XMR-USD,0.03318807823241878,7.0
105,DOT-USD,DOGE-USD,71.99072945274956,4.0
106,DOT-USD,TRX-USD,102.9748933147675,4.0
107,DOT-USD,NEAR-USD,2.62199584941728,4.0
108,DOT-USD,EOS-USD,5.963268397604733,4.0
109,DOT-USD,ZRX-USD,27.471173941434124,3.0
110,DOT-USD,MKR-USD,0.009488802865111516,4.0
111,DOT-USD,UNI-USD,0.9543511057198536,4.0
112,DOT-USD,ETC-USD,0.28866352276688706,3.0
113,DOT-USD,LTC-USD,0.069297958444686,4.0
114,DOT-USD,XMR-USD,0.03694492963075953,5.0
115,DOT-USD,MATIC-USD,5.811942868440482,5.0
116,DOT-USD,BCH-USD,0.0480368463080786,4.0
117,DOT-USD,AVAX-USD,0.3357061396605468,5.0
118,DOT-USD,XLM-USD,70.10386056878386,4.0
119,DOT-USD,RUNE-USD,3.5612777620836558,2.0
120,TRX-USD,UNI-USD,0.009260796760233052,3.0
121,NEAR-USD,XLM-USD,26.715033711473694,8.0
122,EOS-USD,UNI-USD,0.1598791653039813,4.0
123,EOS-USD,ETC-USD,0.04838666359409721,8.0
124,EOS-USD,XLM-USD,11.75661231551981,5.0
125,EOS-USD,RUNE-USD,0.5973716325749827,1.0
126,UNI-USD,ETC-USD,0.3025118001498837,1.0
